id,name,slug,description,short_description,category_id,base_price,is_featured
411,Traje de Oficina Y79,traje-de-oficina-y79,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,15,548.4,False
412,Pantalón Jeans K32,pantalon-jeans-k32,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,7,704.33,False
413,Traje de Oficina T91,traje-de-oficina-t91,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,1,727.38,True
414,Falda Midi E18,falda-midi-e18,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,7,326.33,False
415,Pantalón Chino Q53,pantalon-chino-q53,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,14,376.84,False
416,Bolso de Mano D4,bolso-de-mano-d4,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,4,272.38,False
417,Pantalón Jeans M95,pantalon-jeans-m95,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,6,86.65,False
418,Zapatillas S41,zapatillas-s41,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,4,716.04,True
419,Vestido Corto Q23,vestido-corto-q23,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,8,131.01,False
420,Camisa Casual P7,camisa-casual-p7,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,5,267.32,False
421,Pantalón Jeans V46,pantalon-jeans-v46,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,2,253.36,True
422,Cartera Elegante O15,cartera-elegante-o15,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,13,616.68,False
423,Traje de Oficina F36,traje-de-oficina-f36,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,4,165.87,False
424,Vestido Corto U26,vestido-corto-u26,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,3,553.87,False
425,Pantalón Chino N66,pantalon-chino-n66,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,9,719.45,False
426,Camisa Casual C72,camisa-casual-c72,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,12,688.61,False
427,Chaqueta de Cuero B51,chaqueta-de-cuero-b51,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,7,143.75,False
428,Vestido Largo F55,vestido-largo-f55,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,5,499.66,True
429,Gorra Deportiva B58,gorra-deportiva-b58,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,1,532.49,True
430,Botines R24,botines-r24,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,9,105.17,False
431,Chaqueta de Cuero J90,chaqueta-de-cuero-j90,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,15,457.65,True
432,Botines M31,botines-m31,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,3,247.66,True
433,Vestido Corto Z69,vestido-corto-z69,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,5,350.42,True
434,Vestido Largo Z65,vestido-largo-z65,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,15,332.48,True
435,Zapatillas Z12,zapatillas-z12,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,14,382.33,False
436,Cartera Elegante D52,cartera-elegante-d52,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,10,589.12,True
437,Vestido Largo S75,vestido-largo-s75,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,10,791.39,True
438,Vestido Largo R33,vestido-largo-r33,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,7,335.54,True
439,Traje de Oficina C1,traje-de-oficina-c1,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,15,362.86,False
440,Sudadera con Capucha Y65,sudadera-con-capucha-y65,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,7,554.04,True
441,Falda Midi I1,falda-midi-i1,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,4,334.79,False
442,Falda Midi V88,falda-midi-v88,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,3,129.45,True
443,Cartera Elegante R58,cartera-elegante-r58,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,3,449.84,True
444,Cartera Elegante M63,cartera-elegante-m63,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,6,250.83,False
445,Camisa Casual M63,camisa-casual-m63,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,4,551.41,True
446,Zapatillas B43,zapatillas-b43,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,4,271.94,False
447,Gorra Deportiva M61,gorra-deportiva-m61,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,2,115.74,True
448,Chaqueta de Cuero B48,chaqueta-de-cuero-b48,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,11,499.92,True
449,Pantalón Jeans S18,pantalon-jeans-s18,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,4,584.55,False
450,Camisa Formal T11,camisa-formal-t11,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,10,520.77,False
451,Falda Midi M36,falda-midi-m36,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,13,236.91,True
452,Gorra Deportiva I85,gorra-deportiva-i85,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,8,555.55,False
453,Pantalón Chino P65,pantalon-chino-p65,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,9,89.49,False
454,Cartera Elegante P37,cartera-elegante-p37,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,8,205.06,False
455,Falda Midi X2,falda-midi-x2,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,11,157.72,True
456,Gorra Deportiva Y99,gorra-deportiva-y99,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,7,568.95,False
457,Chaqueta de Cuero L53,chaqueta-de-cuero-l53,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,15,205.42,True
458,Vestido Corto K96,vestido-corto-k96,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,1,292.94,True
459,Camisa Formal J95,camisa-formal-j95,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,15,533.97,False
460,Traje de Oficina Y54,traje-de-oficina-y54,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,7,109.91,False
461,Falda Midi B30,falda-midi-b30,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,3,422.76,True
462,Camisa Casual H15,camisa-casual-h15,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,10,312.29,False
463,Vestido Largo W89,vestido-largo-w89,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,10,626.35,False
464,Camisa Formal U96,camisa-formal-u96,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,4,799.55,True
465,Falda Midi F57,falda-midi-f57,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,12,658.06,False
466,Zapatillas X80,zapatillas-x80,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,4,491.4,False
467,Pantalón Chino F71,pantalon-chino-f71,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,1,362.93,True
468,Camisa Casual H94,camisa-casual-h94,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,5,230.1,True
469,Zapatillas B32,zapatillas-b32,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,8,194.89,False
470,Zapatillas X67,zapatillas-x67,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,2,153.51,False
471,Gorra Deportiva U62,gorra-deportiva-u62,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,12,593.53,False
472,Vestido Largo V43,vestido-largo-v43,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,2,670.97,True
473,Zapatillas T72,zapatillas-t72,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,10,603.7,False
474,Falda Midi M79,falda-midi-m79,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,1,71.79,False
475,Botines S20,botines-s20,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,11,729.52,True
476,Zapatillas K70,zapatillas-k70,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,13,652.71,True
477,Chaqueta de Cuero Z16,chaqueta-de-cuero-z16,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,11,642.3,True
478,Pantalón Jeans F61,pantalon-jeans-f61,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,12,387.97,True
479,Camisa Casual E87,camisa-casual-e87,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,15,465.37,True
480,Falda Midi B8,falda-midi-b8,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,2,642.08,False
481,Botines M47,botines-m47,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,14,272.56,False
482,Sudadera con Capucha E12,sudadera-con-capucha-e12,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,14,415.61,True
483,Traje de Oficina Q27,traje-de-oficina-q27,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,8,140.67,False
484,Pantalón Chino O41,pantalon-chino-o41,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,4,710.03,True
485,Cartera Elegante E21,cartera-elegante-e21,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,9,161.81,True
486,Camisa Formal O84,camisa-formal-o84,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,7,395.32,False
487,Falda Midi N50,falda-midi-n50,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,12,89.34,False
488,Gorra Deportiva L82,gorra-deportiva-l82,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,12,165.53,False
489,Sudadera con Capucha P58,sudadera-con-capucha-p58,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,8,353.3,False
490,Zapatillas Q95,zapatillas-q95,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,11,205.76,True
491,Camisa Formal R62,camisa-formal-r62,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,13,158.72,True
492,Vestido Corto L42,vestido-corto-l42,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,3,297.28,True
493,Vestido Largo J19,vestido-largo-j19,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,10,151.66,True
494,Vestido Corto E63,vestido-corto-e63,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,6,567.04,False
495,Pantalón Chino V24,pantalon-chino-v24,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,13,358.4,False
